source,search_query,video_title,video_id,video_url,channel_name,comment_id,comment,author,likes,reply_count,published_at
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw-TPsss7BHkolyuZh4AaABAg,Main zomato me kiya tha ek din me mujhe 200rs hi aare hai abbe tak 3 months hogaye hai,@FAHAD.I.8,3,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyFRRNO3VFLUNlWqCF4AaABAg,Mera 8 ghante me roj karu to week ka 5800rs-6300rs beech me ata he aur petrol ka kaat ke 4000-4500 tak bachta he,@omkad-bz2uw,1,2,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugwx9YOedHKJ9fFyBv14AaABAg,"Rapido acha hai ya grocery delivery karna acha hai, kisme acha earning ho saktha hai 8hr me?",@UR_SAM_2026,2,2,4 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgwY7giDzhPOBpbkFvh4AaABAg,WHERE IS ZOMATO EARNING S MONEY PER MONTH OR DAY,@JOKER.BOSS.3d,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw7ccuONzA_r4y-9Jh4AaABAg.AZ7oh-EV1leAZN0Hqc3Y7a,Matlab 24 ghante,@nickjonas7949,1,0,11 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw7ccuONzA_r4y-9Jh4AaABAg.AZ7oh-EV1leAZO1EJrbbG0,​ @nickjonas7949 😂😂,@OnlyStudy-l4h9t,0,0,11 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgwEnUiIOro44tS32cx4AaABAg.AYw8gmYh_ivAYwxLdLB0Yl,kaha par hamko lagwa do,@pankajbharti8558,1,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgwEnUiIOro44tS32cx4AaABAg.AYw8gmYh_ivAZM7rXbR-k1,​ @pankajbharti8558 tilak nagar delhi,@NeerajVerma-b9k8x,0,0,11 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzrsUmDVN0aZXqmI0p4AaABAg.AYo90QGGQqMAYwFEWBagLK,Ham logo ka thk hai 25  rupe,@ImranKhan-0007,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxWWHcySSB4NmCwkpp4AaABAg.AYn_0RXjvcyAYn_8fbi6dW,Zomato ke saath kaam karne ke liye I'd banwane ke liye msg kre aur agr kishi bhai ki I'd band ho to bhi msg kre open karwa denge id,@Shivam-ey2ur,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyFRRNO3VFLUNlWqCF4AaABAg.AYhvXDp9OuRAYmq_mdSFYv,City konsi hai,@luciburn52,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyFRRNO3VFLUNlWqCF4AaABAg.AYhvXDp9OuRAYnBV8ddl2l,​ @luciburn52 pune,@omkad-bz2uw,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugwx9YOedHKJ9fFyBv14AaABAg.AYd4G8S__OhAYhr6ErwBTS,Bike matter karta hain . Bajaj freedom lelo mast bachat hogi daily 100 -150 rupay bachegi. Agar cng pump ho to. Barna petrol mein 400 Chala jayga 1500 kamane me . Baha meri 150 ka gas jata hain,@TubaiPlays,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugwx9YOedHKJ9fFyBv14AaABAg.AYd4G8S__OhAZH9DpGDts2,Repido acha hai q ki jab man kare tab login ho jao aur usme ek sath 3-4 app pr kam kar skte ho jase agar tum blinkit rhte ho to only blinkit pr hi kam kar skte ho lekin agar bike taxi karte ho to ek sath ola uber rapido indrive porter kar skte ho,@notpotato666,0,0,13 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyoZnIHOoveYi8k3Cp4AaABAg,Store aor location ki hisab se kamai hota hai na ki company ki vajah se,@jaihind9697,11,1,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxgCTf7OUVEcKMxvat4AaABAg,averager 20-25 K Hai kaphi h,@Just_4ur_information,2,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzmLP2ftqKhMqn1ic14AaABAg,"Zepto is way more better then all of the above cause it gives incentives and high pay in each km 
Justify my conclusion",@mayankYadav-q7l3c,1,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgynBIj_HDoLe3rmsJl4AaABAg,Sabse bada mc company ab jio mart hai jo jo sahmat hai like karen 😡,@soumyaranjanbiswal6461,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx8KNQppBzh85LnMYl4AaABAg,Mera dost kamata hai par week 11000 to 12000,@01.Panda.Gaming,2,3,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg,Me to Blinkit Company Ki EV batter Rikhow Chalata hu Month me 4 chutti hai or 24000 Fix salary hai or sala order hi nahi aate pura din ese hi time pass karta rehta hu mobile me ❤,@Arman_Shaikhhh,10,13,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxTOYqh0hVdishSbTh4AaABAg,"Hello,

I have 2 years of experience in video editing and can professionally edit both short-form and long-form videos in 4K and 1080p quality. I also create attractive YouTube and Instagram thumbnails. If you need high-quality video editing or thumbnail design services, feel free to message me. I would be happy to work with you.

Thank you.",@MAALIK_JI,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugy6TFFkZrduFy_kdvx4AaABAg,Sabse jo faltu company hai blinkit,@sunilkumarnaik7470,3,1,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx18Fb0LNch9RgeqJB4AaABAg,Bhai mumbai aa jao lagbhag 12k se 15 k ho raha hai abhi,@sanatani_sujit_1,1,3,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugwpilf6kpu6tsuorJV4AaABAg,"Bhaiya Aap 2 Grocery Delivery aap Earning Review Chod diye 
1. Amazon Now
2. Big Basket",@ManjitKumar-x8q6r,15,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzCdzt-4Ph3ZtI6GtN4AaABAg,Bigbasket का आप वीडियो बनाये,@DigitalPrakash-i4o,1,2,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzZVUj78zjGwgim8Xx4AaABAg,Are bhai kya kam income hey... ... 2-3 km jaane ka kya 50 rs denge kya... Fast delivery ke hisab se barabar hey...,@suryaghadge4679,0,1,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxBlbA3Q4oh9wCP9bB4AaABAg,Delivery app me 1week me kitna price hoga tab accha hoga matlab me kam kar sakte hu please koi boliya na,@Bakibul15,1,1,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxeLmv0t_WhG6prnl94AaABAg,BHAI AAP DEHLI SE HO MODEL TOWN,@RiderJindagi,6,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxYeCMgPPTHmd9-QCR4AaABAg,Ye Vdo Kaha Ka He,@davofficial07,5,2,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxZFdJjEEHilxC5Eft4AaABAg,Electric scooter mein itna jyada problem hai tu hi bata matlab petroleum achcha hai ya electric achcha hai,@realitydark_52,1,2,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgywflbzdkaCLYJfy6Z4AaABAg,Swiggy always like fraud.. a big amout money not paying tax by Swiggy should get examined..,@KrishnaKumar-yv3uh,4,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx5Icx6Z_63hcWPD0h4AaABAg,Check big basket,@info_dailylife,2,1,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx-H7DVROh_II-k7Ud4AaABAg,Zepto 14 ni deta 7 deta hai suppose 1.5 km ka odr ek side se to dono se hua 3km jane k dega 9/km or ane k dega 5/km total bike chali 3 km pesa milega 21 rpy to 7 rupya perkm pada,@akashgautam6936,15,2,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyoKzN6ouc1hpngAjd4AaABAg,Where is apnamart 😂,@rajeshnath534,0,2,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgyoZnIHOoveYi8k3Cp4AaABAg.AY4mzhP8DfKAZH8AfDgJSP,Kamai dekhna hai to tier 1 city me chale jao waha income jyde hai tier 2 city me maximum log local market ko hi prefer karte hai,@notpotato666,1,0,13 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx8KNQppBzh85LnMYl4AaABAg.AXzRdilj-w8AXzvekLcBk3,kis app se bhai,@RichBeingRich,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx8KNQppBzh85LnMYl4AaABAg.AXzRdilj-w8AY4HejBiUEZ,Abee ye konsa app hai hame bhi batao bhai 😂😂 baithe baithe ham bhi 5k kama le,@KuldeepSingh-99,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx8KNQppBzh85LnMYl4AaABAg.AXzRdilj-w8AY4hybXuPDR,​ @KuldeepSingh-99  tmhe letna pdega 😂 tb milega.... Haso ab,@RichBeingRich,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAXx5pq88icT,Bhai mujhe bhi lagwa do,@JatinKapoor-u9k,1,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAXx7Md75hka,​ @JatinKapoor-u9k  bhai Lagwa to dung Lekin Kaha Rehte ho is par depend karta hai,@Arman_Shaikhhh,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAXxObMqrNxw,Bhai delhi me rahta hu,@nishadtrader-br5rz,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAXxOdBjK8wA,Lag jayega,@nishadtrader-br5rz,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAYi_kMkC17D,Bhopal rehta hun me meko lagwa do,@shubhmehar6004,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAYkJCxk3fmE,Bhai kaha se apply kar sakte hai,@KundanYadav-i9e,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAYtGwjkSUCj,Bhai apna contact number do,@manojkevlogs7,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAZEzP9ltVV3,Bhai mujhe bhi laga do na,@asifenterprise7786,0,0,2 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugw6B90RC7AWLbYUOwR4AaABAg.AXx4VpywbrdAZEzRRg0ZMa,Aapka no do na bhai,@asifenterprise7786,0,0,2 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugy6TFFkZrduFy_kdvx4AaABAg.AXwkVS0DCRuAZH8FD27XYQ,Acha konsa h,@notpotato666,0,0,13 days ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx18Fb0LNch9RgeqJB4AaABAg.AXv1dX7imrqAY4voAz71qw,1 week me,@sanatani_sujit_1,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx18Fb0LNch9RgeqJB4AaABAg.AXv1dX7imrqAY5OHaNUChw,​ @sanatani_sujit_1 kis aap me,@Trader_kunal2257,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,Ugx18Fb0LNch9RgeqJB4AaABAg.AXv1dX7imrqAY8uXTjRTdv,Rent bhi utna hi hai,@Theogguy55,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzCdzt-4Ph3ZtI6GtN4AaABAg.AXucnYhtN80AYRtYPWD4bQ,Aap betaiye bhaiya big basket k bare main m join krne ki soch raha hu,@Monusaini-u7v,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzCdzt-4Ph3ZtI6GtN4AaABAg.AXucnYhtN80AYT8hDGJoQW,"​ @Monusaini-u7v  Bangalore ka bata raha hu under 2 km 35 per orders extra km add rs 5 per km,15 kg se jyada saman hota hai to rs 5 per kg,
Agar daily 7 order + to 5 rs extra 

Ye part time I'd ka hai banwana to part time I'd nahi to full time me naukar bana ke rakhenge 
Full time- 16-17 hrs work 
Part-time - kabhi bhi aao aur kabhi bhi jao",@DigitalPrakash-i4o,0,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgzZVUj78zjGwgim8Xx4AaABAg.AXtrDnFxleTAYxy-LiFSYl,Nhi bhai me gya tha 6 km jab 50 diya total 10 km hogya,@DeepakKumar-po8cm,0,0,3 weeks ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxBlbA3Q4oh9wCP9bB4AaABAg.AXsSbK3Xtf9AXunWSzgVBp,8-10k hoga tab jake kuchh fayda hoga bhai nhi to 4-5k 1 week me hoga to koi fayda nhi ev rent+room rent+food sabhi khatam ho jayega Ghar pe kuchh nahi bhej sakte ho bhaiyo.,@RIDER_BR_29,1,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxYeCMgPPTHmd9-QCR4AaABAg.AXkSUM_SsPmAXkhYX5OQmM,Delhi,@munnakumarguddu2.0,2,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxYeCMgPPTHmd9-QCR4AaABAg.AXkSUM_SsPmAY9Ka_7kZwY,​ @munnakumarguddu2.0 cycle se kar sakte hai patna me,@aniket7047,1,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxZFdJjEEHilxC5Eft4AaABAg.AXkH1Rw2_bfAXlMcZywZW6,"Ev achha nhi hai aur petrol ka dam badhta ja rha hai petrol ka company paise dega nhi aur sarkar ka kahna hai EV chalo nhi to chalan hoga 
Ab dekh lo bhai 😢",@munnakumarguddu2.0,1,0,1 month ago
youtube,Blinkit vs Instamart,Blinkit vs Zepto vs Swiggy Instamart vs Flipkart Minutes | Kisme Hai Jyada Kamai? 🤑,Inxi11hVjGo,https://www.youtube.com/watch?v=Inxi11hVjGo,Munna Kumar Guddu and Munna Kumar Guddu 2.0,UgxZFdJjEEHilxC5Eft4AaABAg.AXkH1Rw2_bfAXlOLFE9Jzz,Bhai Chetak aur ather kesi ha,@Rkfact29,0,0,1 month ago
